Id,Rate,Comment
11,1,"
This movie was so boring I literally had to leave the theater before I
fell asleep sitting upright. I gave Interstellar a full hour to get
more interesting, considering the rave reviews and ratings on this site
that prompted me to see it. But I couldn't wait any longer.The film was scientifically implausible to such an extent that I could
not suspend disbelief and enjoy the film at face value. The character
development was weak, the protagonist was arrogant and unlikable and
the acting talent of many great actors was utterly wasted on this bomb.
The dialog was predictable, unimaginative and flat. While it did not affect the quality of the film, I was disappointed
that the movie was based on the dangerous delusion that human beings
might be able to find a new home in space, so people don't have to
think too much about taking action on the very real climate change that
is destroying planet Earth right now. But it was the series of stupid moments in the first hour that informed
me Interstellar was not going to meet my standards for an intelligent
film. The first stupid moment was during the life-threatening giant
dust storm scene, complete with large chunks of flying debris. After
the family jumps into the truck and races home for shelter, the driver
inexplicably parks the truck about fifteen yards away from the front
door so that they all have to run outside through the dust storm before
reaching the house. Huh?Another stupid moment was when the protagonist is asked to pilot a
gargantuan state-of-the-art space craft (apparently built by a few
dozen people without any budget) less than an hour after he first
surprises NASA with his first arrival. This pilot has not flown an
aircraft for years and there is no way anyone, no matter how
experienced he once was, could fully master the technology of this ship
and be prepared for a complex space mission in the extremely short
period of time that elapsed (evidenced by no change in the age of the
pilot's children) between being asked to captain the ship and actually
doing so. He almost instantly assumes full command of the ship and the
crew and successfully takes the ship into deep outer space on a
dangerous mission. This sequence of events had no credibility. It felt
like some adolescent boy's fantasy come true.The last-straw final stupid moment was when I realized that the female
astronaut played by Anne Hathaway is wearing fresh make-up everyday
including false eyelashes. Not a big deal considering the major
problems with this film, but it nevertheless annoyed me. What competent
astronaut is going to waste time and energy applying false eyelashes in
outer space during a serious space mission? How would several years
worth of cosmetics (along with false eyelashes) even get approved as
cargo given the severe space limitations of a spaceship? How are we
supposed to find this astronaut credible?That's when I realized it really was time to abandon the film. I was
getting downright irritable.
"
12,1,"
it seems that most people write their very first review after seeing
the worst film of their lives, or after seeing the best. this is my
first, driven to review to give a more honest rating and review than a
9.1.if you want to learn about physics, watch a documentary. if you want to
be bored out of your mind for hours on end, then go and see
interstellar. lead character mumbles 80% of the time (i thought it was
just my hearing after being blasted with noise during the film at
first). the use of sound is clever the first time, brash and loud, then
deadly silent. but then it quickly becomes over used. scenes are so
long and drawn out, this seems like a film a director wanted to make
for his own viewing and ego. anne hathaway just looks tearful (you know
the scene in snow white when she wandering about the forest scared of
everything?) all of the time. I've never walked out of a film, and
sadly couldn't this time (i didn't want to disturb the sleeping people
around me you see...). if id been on an aisle seat, id have been gone
after an hour. its not that the film is 'too clever', its just utterly
boring.
"
13,1,"
Listen ""I'm not a smart man"", but I have basic reasoning skills and
common sense. Now whilst I understand that sci-fiction doesn't follow
the rules of reality (suspension of disbelief and all), there still has
to be coherency, rules, and order however fantastical within the made
up world so that people buy into the movie. This movie lacks those
attributes in spades and is a bitch slap to the viewer's intelligence.In one snippet of the three hour non-sense you'll endure and I do mean
endure, the intrepid saviors of the world decide to check out a water
planet because their predecessor sent a beacon that this was a viable
planet for new earth, but within minutes of their landing on two inches
of water they realize that a giant wave had smashed their scout to bits
promptly after she landed years before and they were about to suffer
the same fate... but oh happy day they manage to escape wasting only a
few hours of their time (but decades of earth time). Well that sucks
but it makes sense that they had to check it out right? Not when you
realize they could have avoided the watery planet from hell if the
first scout hadn't sent out a beacon saying the planet was viable in
the first place, after all how could she know that in the mere MINUTES
between when she landed and was then smashed to bits?!?! Nice to know
that when the fate of mankind is in the balance a responsible scientist
would jump to such a rushed conclusion, ""hey guys, I just landed here,
looks great, come now xoxo."" Then you have another scientist on another planet who was supposedly
selflessly brave enough to go on a one-way trip to scout a planet, then
chicken shi!s out when he gets there and realizes it's not viable and
he's a dead man so selfishly dooms mankind's one chance by having them
waste their limited resources to get there just to unwittingly rescue
him, but then decides he can still save mankind by killing his rescuers
so that he can complete the mission all by himself, holy whiplash with
his conflicting moralities/immoralities Batman.I could go on and on but I won't. I conclude by saying it really irks
me when a movie like this gets lauded as a masterpiece when it's really
just acid tripping rubbish.
"
14,1,"
What a huge pile of steaming poop! I could not believe that the movie
critics gave this horrible movie a 9.2 rating.The movie is slow as hell. The characters are so badly developed that
you never care for them. Good actors play characters that appear in the
movie juts to be disposed off soon after.The special effects are pretty weak. You see the spaceship vibrating
all the time but the faces of the actors are not reflecting the shaking
or the gravitational pulls. But, of course, they make lots of ugly
faces. You should see the movie Stealth to learn a thing or two about
this kind of special effects.The robot is the most ridiculous thing in the movie.The plot is just so far fetched that I caught myself smiling at times.Who let the writer into the cutting room?! 3 Hours! Are you serious?!
Only an unabashed Christopher Nolan fanboy would have the courage to
claim to have found any redeeming quality on this ""practical joke"".$200,000,000.00 US Dollars. What a waist!
"
15,2,"
My girlfriend and I decided to watch this movie at home as we missed it
when it was doing the rounds in our local cinema. How glad we were, for
at least it meant we were able to sip on our wine and chat in between -
which we would have not been able to do had we watched in the cinema.
And we did a LOT of chatting, mostly about the direness of the film
itself. I can't believe so many reviewers thought this film to be
amazing (but then we're all entitled to our opinions - and we all know
how opinions differ to the extremes at times). However, I honestly
couldn't connect with ANY of the characters in this film - particularly
the leads. I really have no words...just found the whole film totally
ridiculous - and don't even get me started on Hans Zimmer's background
music!!! We needed subtitles for some scenes as the music was so
overpowering we couldn't hear a word that was being said. I was even so
bored at one point that I started to imitate Matthew McConaughey's
irritating 'whistle' as he speaks. Enough said methinks.
"
16,1,"
This is the movie that proves what many people by now have already
realized: People are being payed to write 10 stars fake reviews! Let me
tell you this: This movie is really NOT that great!First, it's too long. It takes one hour just for the space mission to
start.It's slow paced and VERY sentimental, or, in other words, most of it is
boring.I'm not an English native speaker, but my English is not bad either. I
have no problems watching movies in English, and yet it was very hard
for me to understand the main character's mumbling in his farmer
accent. All other actors spoke properly, except him, the most important
one.The plot is not very logical: Planets just in front of a giant black
hole?! Yes, this must be the place to live everybody is dreaming of.Imagine your colleagues in the space station would say to you: ""OK,
we're now ready to fly down to that planet. You wait here. Don't worry,
we'll come back soon, in... some YEARS!"" You'd probably smile and say:
""Wonderful! OK, go now!"", right? One day they come back and are
probably surprised to see you haven't committed suicide because of
depression, even though you waited 23 years (!!!) for them. You must be
the most patience man in the entire Universe.And again a female ""scientist"" who looks like a model and behaves like
an amateur. An obligatory part of every sci-fi movie nowadays.This is just to give you an idea. There is much more, so read the other
negative reviews.Good night. And good luck.
"
17,1,"
AM I THE ONLY ONE ON PLANET EARTH WHO THINKS THAT THIS FILM IS ABSOLUTE
TOSH? Perhaps I'm being unkind because I could only handle an hour
before walking out. I thought the acting in particular was very poor.
The storyline is twaddle - a farmer with flight experience finds NASA
in an unspecified location with a rocket that is going to save Earth -
a typecast Michael Caine (thank goodness it wasn't Morgan Freeman)
opens the boardroom door and there is the rocket!. It seemed to me that
used actual rocket launch footage? The time element is misused and the
special effects are not that great. I thought Elysium knocked socks off
this film. I did semi enjoy the water sequence but it was at the point
where they get back to the mother ship that I walked ................
very quickly out of the cinema. Ps I love Matthew McConaughey in true
detective and I can't believe I was looking at the same actor
"
18,9,"
At over 2100 reviews at the time of this writing, I guess there's
nothing left to be said other than my opinion.I'd probably need a PhD in Physics from MIT to understand half of the
technological terms in the movie, but I still found it to be rather
awesome. After reading some of the reviews here, I think a lot of
people are taking this sci-fi fantasy tale way too seriously and
literally.Christopher Nolan's latest, which he co-wrote as well with his brother
Jonathan, at 2 hrs and 48 min in length, can be ridiculously absurd one
moment then quickly turn into riveting action the next.Matthew McConaughy and Anne Hathaway lead a long list of screen
notables here, too numerous to mention. I did want to mention that I
thought Mackenzie Foy, as Murph, the 10-year-old daughter of McConaughy
was terrific in her role.I thought the musical score here was excellent, the wit and humor of
the robot TARS (Bill Irwin) was on target. the special effects could be
rather hokey at times but then other times were amazing, and the movie
did contain a number of twists and turns which I liked.All in all, despite its' drawbacks I found this sci-fi fantasy to be a
rather awesome and epic ride.
"
19,9,"
A lot has been said and heard about this movie but none of it comes
even close to the experience of watching it. It has all the elements of
a Nolan movie and just like in all of his other movies he decides to go
a bit further. This time, he went a little too far. The story behind
the movie has it's flaws. There really is no explanation of what
happened/is happening. Instead you are given fragments in the first
half of the movie hoping one will put all the pieces together. All in
all, the first part seems a bit rushed and leaves you wondering if more
could have been told. But, since the real story is not why the travel
is necessary but the travel itself once the crew is off, the story
really kicks in. The main part of the movie gives a great ride, pumps
your blood with adrenaline from time to time and gets you emotional
pretty often. The problem I personally had was that the story taking
place simultaneously on Earth was less shown than I expected. A
different approach was expected but that did not stop Chastain from
giving the best role in the movie. The last part of the movie is
dynamic and filled with problems real people would have if found in a
situation like that. But the explanation given at the very end was a
bit to much for me. I heard that this was called ""the most
scientifically accurate movie"" and that physicist around the world
fought over the fact was that true or not. Nevertheless, way too much
theoretical physics in the end. Since I love SF movies I am willing to
look past the over- the-top science part, but what really got to me was
that it was predictable. From the very moment I saw a black hole in the
movie I put two and two together and that kinda ruined it for me a
little. Regarding the acting, as I said before, Chastain gave the most
powerful performance in the movie. She doesn't have much screen time,
but she sure knows how to use it. The two that actually lead the movie
- McConaughey and Hathaway were brilliant. McConaughey did a little
better job handling the emotions of a father with the responsibilities
of a team leader and the savior of mankind. His performance was
outstanding. Hathaway was good, decent, without a single word that can
be said against her, but for a movie like this, that is almost
completely on the shoulders of the actors, she should have done more.
The others did a good job, particularly Casey Affleck who's character
was a grand comparison to Chastain's. The music given it was done by
the mastermind Hans Zimmer was spectacular. Just the right notes, just
the right timing, just the right music. His understanding of what
movies should sound like is amazing. All in all, Interstellar is a
magnificent movie. It is a type of movie Nolan does best. It has all
the elements of being a classic like Kubrick's 2001: a space odyssey,
it comes really close to being the new space odyssey, and it will not
perish with time. Still, this might be a bit too much for the average
moviegoer, a lot has to be digested here, it is not a simple or easy
movie to watch. But, if your braincells don't shut off and you don't
expect another Die Hard movie, you will appreciate this masterpiece.
"
20,3,"
Unfortunately the film didn't reach the high expectations I had for it!
I love sci-fi movies but Interstellar left me flat and disappointed.First the opening hour of the film was boring and ordinary and the
'Earth's problem' with the sand storms was somehow underplayed and
unmoving. I thought that maybe when they go in space things could get
better... well, they did for a while but then the crew landed on the
Ice covered planet and things got pretty sour.The idea of Cooper getting into the dimensional space and wrapping the
story with the beginning was good but then again the end was OK and
obviously left for a 2nd film.The sound was not good at all - I could barely hear and understand what
they were saying, so maybe 50% of the films sound was a high pitched
music overpowering the scenes.At the end I thought - this is a film for people who doesn't like sci-
fi movies, don't believe in life in other planets and are narrow minded
and believe only in conventional science. I suppose they got to watch
something like that and like it...I appreciate the effort of everybody involved in this creation but it's
not for me.
"
21,3,"
I was excited for this movie. I liked pretty much all of Nolan's
previous movies and I love sci-fi. Judging from the reviews, I was
expecting something similar to the quality and entertainment of
Inception. What I got was probably one of the most boring movies I've
seen on cinema.The movie is unnecessary long, the dialogs are predictable and make you
laugh, and the subject of the movie (which btw is not interstellar
traveling) has been done several time before (awfully usually). We get
it. Family is important, love is valuable. This is not a sci-fi movie,
this is his is a family movie about a father's love for his children.I will not go into details to avoid spoilers, but there were about 10
minutes after the first slow hour that got me excited for the rest of
the movie, but it was only a break and we were back to boredom and more
crying by McConaughey. I found the acting pretty bad, which I guess is
a result of the awful script, since I liked McConaughey's acting on
Dallas Buyers Club (and partially on true detective).
"
22,1,"
This is yet another movie that relies on a soaring soundtrack and
pretty visuals to distract you from the fact that it is poorly crafted,
with massive plot holes, manipulative story lines that go nowhere and
inconsistent, poorly developed characters.It gives us a bunch of garbled scientific babble without explaining
what's going on - I guess we are just expected to accept it, even
though it makes no sense. If we are to believe ""Coop"" is desperately
needed for this mission to save the planet, why is this former engineer
and magnificent pilot not working for NASA? Why is he sent to
""discover"" their compound through his daughter, who displays very
little sign of brilliance, besides being a handful at school and
understanding morse code. We are given the vague notion that sandstorms choke everything but corn
for some reason, and even that apparently hardy crop will die off soon
- the good people at NASA have one guy working on it, choosing instead
to concentrate the planet's most brilliant minds on mastering the
galaxy and transporting the race to a brand new planet, conveniently
through a wormhole.""Coop"" is apparently brilliant enough to be the only guy who can save
the world, yet he needs tje concept of a wormhole explained to him by
having another guy poke a hole in a piece of paper - eureka! The whole movie takes place on a shifting foundation of science! No,
love! No, supernatural phenomena! And when ""Coop"" is able to find the magic library and use amazing
technology to communicate in the wormhole with no means of life
support, he uses that amazing technology to send his brilliant daughter
a message in morse code. If you're advanced enough to have an AI robot
helper that functions inside a wormhole, surely that technology can be
more believably deployed to save the world than with a father's
supernatural love manifesting in a short message of complicated science
delivered through a watch.And at the end, after ""Coop's"" long, improbable, emotional journey to
get back to his beloved daughter, he stays with her for all of 30
seconds, not bothering to meet his descendants or inquire about the
fate of his son, whom he kind of liked too, I guess. And then he flies
off to be with his love Anne Hathaway, even though they showed no
apparent signs of romantic connection, and who has apparently been
abandoned on a planet by herself, even though the technology existed to
rescue her.If only the viewer could master time/space travel to get back nearly
three hours of wasted viewing time.
"
